resena_id,cliente_id,libro_id,calificacion,comentario,fecha_resena
19791,430,978-1-61-729443-3,1,Muito ruim.,2025-03-21
19792,811,978-1-59327-992-9,4,"Tiene algunos detalles, pero es muy bueno.",2025-04-16
19793,955,978-1-32-400189-1,4,Gostei bastante.,2025-04-29
19794,955,978-84-204-8065-2,4,Bem escrito e envolvente.,2025-04-11
19795,51,978-1-32-400189-1,5,Couldn’t put it down.,2025-04-05
19796,494,978-1-61-729608-6,4,Gran desarrollo de personajes.,2025-03-23
19797,725,978-0-525-51823-7,4,Great pacing and characters.,2025-04-08
19798,613,978-0-7432-7357-2,3,Algumas partes me agradaram.,2025-05-07
19799,613,978-84-376-0494-7,5,Leitura obrigatória.,2025-04-29
19800,675,978-0-06-245771-4,2,An okay read but not satisfying.,2025-03-24
19801,401,978-0-14-310497-1,1,"No pude terminarlo, muy malo.",2025-05-14
19802,401,978-84-204-8527-5,3,Tiene partes buenas y partes flojas.,2025-04-05
19803,574,978-0-7432-7357-2,5,A true gem.,2025-03-17
19804,574,978-0-385-07473-3,5,Exceeded my expectations.,2025-04-23
19805,836,978-0-14-310595-4,5,Um dos melhores que já li.,2025-03-10
19806,855,978-0-525-51823-7,4,Would definitely recommend.,2025-05-08
19807,855,978-1-49-205387-1,1,Nothing redeemable here.,2025-04-18
19808,763,978-84-670-5504-3,5,Simplemente maravilloso.,2025-03-27
19809,763,978-0-15-601219-5,2,Regular tirando a malo.,2025-03-19
19810,424,978-1-59327-992-9,4,Me surpreendeu positivamente.,2025-05-04
19811,183,978-84-664-0542-1,5,Highly recommended!,2025-04-05
19812,183,978-1-49-205387-1,4,Well written and engaging.,2025-04-21
19813,270,978-0-06-245771-4,3,Algumas partes me agradaram.,2025-04-17
19814,604,978-1-61-729454-9,1,Poor editing and tons of errors.,2025-05-20
19815,489,978-1-49-205387-1,4,História bem construída.,2025-04-30
19816,200,978-0-06-245771-4,5,Una obra maestra moderna.,2025-04-29
19817,200,978-84-204-8065-2,5,Un libro que releería mil veces.,2025-03-18
19818,63,978-1-61-729443-3,5,Lo recomiendo a todo el mundo.,2025-04-14
19819,175,978-0-14-310595-4,5,Uma obra incrível!,2025-03-27
19820,175,978-1-61-729454-9,5,Maravilhoso.,2025-04-06
19821,350,978-1-49-204579-1,4,Overall very solid.,2025-05-04
19822,350,978-85-508-0460-8,3,Good casual reading.,2025-04-29
19823,255,978-0-15-601219-5,5,Beautifully written.,2025-04-30
19824,246,978-1-49-204579-1,5,Una joya absoluta.,2025-05-11
19825,137,978-0-15-601219-5,3,"Está bien, nada especial.",2025-03-31
19826,706,978-0-525-51823-7,5,A book I’ll never forget.,2025-03-11
19827,610,978-84-938-4620-5,4,Me tuvo enganchada de principio a fin.,2025-05-11
19828,127,978-1-61-729443-3,5,An emotional and powerful book.,2025-05-10
19829,264,978-1-49-204579-1,3,"Fair, but nothing amazing.",2025-03-08
19830,898,978-0-15-601219-5,3,Mildly entertaining.,2025-03-25
19831,737,978-0-07-352340-8,1,Não gostei.,2025-04-05
19832,451,978-84-204-8527-5,5,La mejor compra que pude haber hecho.,2025-04-15
19833,884,978-84-663-5341-8,2,Predictable and slow.,2025-04-08
19834,101,978-84-663-5341-8,1,Muito ruim.,2025-05-03
19835,909,978-84-663-4265-8,1,"Very boring, couldn’t connect.",2025-04-18
19836,434,978-1-49-204579-1,2,Empezó bien pero se vino abajo rápido.,2025-03-29
19837,650,978-85-508-0460-8,5,An emotional and powerful book.,2025-04-19
19838,507,978-1-49-205387-1,4,Recomendado.,2025-05-12
19839,288,978-0-13-468599-1,2,Not great.,2025-04-21
19840,246,978-0-525-51823-7,1,Pésima experiencia.,2025-04-16
19841,759,978-84-376-0494-7,5,Phenomenal storytelling.,2025-05-05
19842,405,978-0-59-600920-5,3,"A simple, light read.",2025-05-07
19843,158,978-1-49-207126-4,5,Loved every second of it.,2025-04-06
19844,302,978-0-452-28831-7,3,Ni fu ni fa.,2025-04-30
19845,383,978-84-938-4620-5,2,Leitura esquecível.,2025-03-26
19846,383,978-84-663-4265-8,5,Uma obra incrível!,2025-03-27
19847,212,978-84-204-8527-5,4,I was hooked most of the time.,2025-04-26
19848,587,978-1-32-400189-1,3,"Solid, but not memorable.",2025-04-25
19849,587,978-0-07-352340-8,5,A brilliant work.,2025-03-19
19850,587,978-84-204-8527-5,1,Absolutely awful.,2025-03-18
19851,745,978-0-06-245771-4,2,"Algumas partes boas, outras bem ruins.",2025-03-24
19852,820,978-0-525-51823-7,4,Overall very solid.,2025-04-12
19853,492,978-84-670-5504-3,2,"Mediano, com falhas claras.",2025-03-21
19854,603,978-0-14-044926-6,3,Algumas partes me agradaram.,2025-04-19
19855,465,978-0-7432-7357-2,5,A masterpiece.,2025-04-27
19856,588,978-1-32-400189-1,2,It had potential but failed.,2025-03-26
19857,173,978-0-13-468599-1,3,Cumpre o básico.,2025-05-06
19858,611,978-1-49-205387-1,1,Totalmente decepcionante.,2025-03-20
19859,54,978-84-664-0542-1,5,Amei cada capítulo.,2025-03-29
19860,7,978-1-25-014405-8,5,Una experiencia que me marcó.,2025-04-16
19861,648,978-0-13-468599-1,4,Worth reading for sure.,2025-04-23
19862,561,978-0-06-231609-7,3,"Simples, direto, razoável.",2025-04-03
19863,561,978-0-452-28423-4,4,Bem escrito e envolvente.,2025-04-06
19864,196,978-0-7432-7358-9,3,Bom para passar o tempo.,2025-04-21
19865,611,978-0-06-245771-4,5,Uma obra incrível!,2025-03-28
19866,99,978-1-49-204579-1,4,Quite enjoyable.,2025-05-16
19867,633,978-0-14-044926-6,3,Cumpre o básico.,2025-05-25
19868,788,978-0-07-352340-8,2,Não prende a atenção.,2025-04-18
19869,545,978-0-14-310497-1,5,Maravilhoso.,2025-04-10
19870,545,978-84-204-8065-2,5,Amei cada capítulo.,2025-04-13
19871,711,978-0-06-231609-7,4,Ótimos personagens.,2025-04-12
19872,246,978-1-61-729443-3,3,Un libro promedio.,2025-05-05
19873,208,978-0-13-468599-1,5,An emotional and powerful book.,2025-05-03
19874,326,978-1-49-204579-1,4,Great pacing and characters.,2025-05-11
19875,194,978-1-32-400189-1,5,La mejor compra que pude haber hecho.,2025-04-04
19876,883,978-0-14-044926-6,1,Pretty much unreadable.,2025-05-07
19877,97,978-1-49-192912-2,3,Pretty average book.,2025-05-18
19878,407,978-0-7432-7356-5,2,"Flojo, aunque tiene dos o tres ideas buenas.",2025-04-07
19879,522,978-0-525-51823-7,5,Increíblemente bien escrito.,2025-04-22
19880,379,978-84-663-5341-8,4,Un libro para recomendar.,2025-04-08
19881,625,978-84-670-5504-3,2,It had potential but failed.,2025-05-10
19882,620,978-84-664-0542-1,4,Muito bom!,2025-03-31
19883,8,978-1-49-207126-4,4,Fácil de recomendar.,2025-04-29
19884,245,978-1-59-327599-0,5,A brilliant work.,2025-05-09
19885,245,978-84-938-4620-5,5,Perfect from start to finish.,2025-03-28
19886,245,978-0-385-07473-3,4,Worth reading for sure.,2025-04-23
19887,666,978-1-49-205387-1,3,Nada surpreendente.,2025-04-05
19888,294,978-0-14-310595-4,5,La mejor compra que pude haber hecho.,2025-05-15
19889,343,978-1-59327-950-9,4,Leitura muito agradável.,2025-03-13
19890,201,978-0-385-07473-3,2,"Mediano, com falhas claras.",2025-04-30
19891,582,978-1-59327-950-9,3,"Simples, direto, razoável.",2025-04-30
19892,245,978-1-32-400189-1,3,Nothing special but enjoyable.,2025-03-30
19893,874,978-0-06-245771-4,5,Phenomenal storytelling.,2025-04-08
19894,501,978-84-9838-137-0,5,Una historia que no olvidaré fácilmente.,2025-05-02
19895,298,978-1-61-729443-3,4,Impressed me more than expected.,2025-03-30
19896,817,978-0-452-28831-7,4,Muy bien escrito.,2025-04-10
19897,124,978-0-14-044926-6,5,Excelente!,2025-04-10
19898,218,978-1-49-192912-2,4,Gostei bastante.,2025-04-04
19899,276,978-0-7432-7357-2,4,"Very good, recommended.",2025-04-24
19900,638,978-0-14-310595-4,1,Não vale o tempo.,2025-04-24
19901,638,978-84-204-8527-5,1,Não vale o tempo.,2025-03-15
19902,716,978-1-49-205387-1,4,Me gustó bastante.,2025-03-07
19903,122,978-0-14-044926-6,1,História sem sentido.,2025-03-02
19904,794,978-1-61-729608-6,1,Not worth the time.,2025-04-17
19905,480,978-84-663-5341-8,4,Impressed me more than expected.,2025-04-09
19906,790,978-1-32-400189-1,3,Pretty average book.,2025-04-15
19907,772,978-84-376-0494-7,5,An emotional and powerful book.,2025-03-23
19908,495,978-84-664-0542-1,1,Muito mal escrito.,2025-04-22
19909,495,978-84-663-5341-8,5,Muito emocionante.,2025-03-10
19910,299,978-0-13-468599-1,1,A disaster from start to finish.,2025-05-04
19911,156,978-1-59327-992-9,1,"Very boring, couldn’t connect.",2025-05-29
19912,207,978-84-9838-137-0,4,Recomendado.,2025-03-28
19913,191,978-84-204-8065-2,5,Cinco estrelas sem pensar duas vezes.,2025-04-22
19914,160,978-1-61-729454-9,5,Perfeito do início ao fim.,2025-05-10
19915,905,978-1-49-204579-1,4,Excelente quase o livro todo.,2025-05-10
19916,905,978-0-7432-7357-2,3,Nada surpreendente.,2025-04-15
19917,286,978-1-59-327599-0,5,Simplesmente magnífico.,2025-03-15
19918,286,978-1-25-014405-8,1,Bem abaixo do esperado.,2025-04-16
19919,910,978-1-61-729608-6,1,Overhyped and underdelivered.,2025-04-26
19920,501,978-84-664-0542-1,2,No está tan bueno.,2025-04-18
19921,772,978-1-25-014405-8,1,Completely disappointing.,2025-04-30
19922,90,978-85-508-0460-8,5,Una joya absoluta.,2025-04-01
19923,902,978-84-663-4265-8,4,Fácil de recomendar.,2025-04-03
19924,162,978-0-14-310497-1,1,Totalmente decepcionante.,2025-05-05
19925,341,978-1-49-207126-4,5,De esos libros que te cambian el día.,2025-04-24
19926,350,978-0-307-58846-7,5,Five stars without hesitation.,2025-04-21
19927,350,978-84-204-8065-2,2,Mediocre overall.,2025-05-07
19928,167,978-0-14-310497-1,2,"Mediano, com falhas claras.",2025-05-04
19929,337,978-1-49-207126-4,3,Se deja leer.,2025-05-05
19930,68,978-1-32-400189-1,1,Not worth the time.,2025-05-02
19931,898,978-84-204-8065-2,5,A masterpiece.,2025-03-23
19932,898,978-0-06-231609-7,5,A masterpiece.,2025-05-17
19933,737,978-84-9838-137-0,4,História bem construída.,2025-04-11
19934,737,978-0-7432-7358-9,4,Ótimos personagens.,2025-05-10
19935,91,978-0-452-28423-4,4,Excelente quase o livro todo.,2025-05-01
19936,617,978-0-385-07473-3,5,A brilliant work.,2025-04-13
19937,904,978-0-59-600920-5,4,História bem construída.,2025-04-13
19938,440,978-0-14-310595-4,2,Not great.,2025-04-20
19939,440,978-1-49-207126-4,4,Impressed me more than expected.,2025-04-25
19940,173,978-1-61-729454-9,4,História bem construída.,2025-04-13
19941,173,978-0-7432-7357-2,4,Muito bom!,2025-03-17
19942,217,978-1-49-204579-1,5,Simplesmente magnífico.,2025-04-07
19943,735,978-1-49-192912-2,3,Aceitável considerando o preço.,2025-05-02
19944,626,978-0-14-310497-1,1,Não vale o tempo.,2025-03-24
19945,91,978-0-15-601219-5,5,Muito emocionante.,2025-03-06
19946,711,978-1-59-327599-0,1,Bem abaixo do esperado.,2025-05-07
19947,113,978-1-61-729454-9,5,Loved every second of it.,2025-04-01
19948,891,978-0-59-600920-5,5,Excelente! Lo amé.,2025-03-28
19949,818,978-0-452-28831-7,3,No lo amé pero tampoco lo odié.,2025-04-14
19950,818,978-0-07-352340-8,4,Una lectura que disfruté mucho.,2025-05-19
19951,130,978-84-663-4265-8,5,Perfeito do início ao fim.,2025-03-30
19952,420,978-0-452-28831-7,3,Good casual reading.,2025-04-05
19953,902,978-0-13-468599-1,5,Muito emocionante.,2025-03-28
19954,414,978-84-663-4265-8,5,Leitura obrigatória.,2025-03-26
19955,785,978-0-59-600920-5,4,Un libro para recomendar.,2025-04-21
19956,934,978-84-663-4265-8,2,Um pouco decepcionante.,2025-04-10
19957,415,978-84-663-4265-8,5,De los mejores que he leído en años.,2025-04-11
19958,593,978-84-204-8065-2,1,Chato e arrastado.,2025-03-26
19959,350,978-84-204-8527-5,4,Well written and engaging.,2025-04-27
19960,883,978-0-7432-7358-9,5,Phenomenal storytelling.,2025-05-10
19961,880,978-84-9838-137-0,2,"Just fine, but not enough.",2025-03-23
19962,957,978-0-15-601219-5,4,Bem escrito e envolvente.,2025-04-09
19963,957,978-1-61-729443-3,5,Simplesmente magnífico.,2025-03-27
19964,543,978-1-25-014405-8,5,A masterpiece.,2025-03-19
19965,836,978-84-204-8527-5,5,Leitura obrigatória.,2025-05-15
19966,860,978-84-9838-137-0,2,Esperaba muchísimo más.,2025-05-25
19967,183,978-85-508-0460-8,4,Very entertaining.,2025-04-26
19968,839,978-0-525-51823-7,5,Cinco estrelas sem pensar duas vezes.,2025-04-15
19969,781,978-0-7432-7358-9,5,Perfeito do início ao fim.,2025-04-08
19970,626,978-84-9838-137-0,4,Leitura muito agradável.,2025-03-31
19971,208,978-0-15-601219-5,4,Great pacing and characters.,2025-04-27
19972,208,978-1-59327-950-9,5,A brilliant work.,2025-04-26
19973,449,978-1-61-729608-6,1,Muito mal escrito.,2025-05-14
19974,822,978-84-9838-137-0,1,Muito mal escrito.,2025-04-03
19975,822,978-1-59-327599-0,4,Me surpreendeu positivamente.,2025-03-27
19976,430,978-1-61-729454-9,1,Bem abaixo do esperado.,2025-03-26
19977,95,978-1-32-400189-1,5,Excelente!,2025-04-17
19978,859,978-84-204-8527-5,5,Highly recommended!,2025-03-20
19979,474,978-84-376-0494-7,5,Una experiencia que me marcó.,2025-05-12
19980,676,978-0-307-58846-7,3,Regular.,2025-05-31
19981,675,978-0-14-310595-4,3,Not bad at all.,2025-04-16
19982,119,978-1-49-204579-1,3,Cumpre o básico.,2025-06-19
19983,278,978-0-15-601219-5,4,Overall very solid.,2025-05-18
19984,418,978-0-14-310595-4,4,História bem construída.,2025-05-09
19985,904,978-84-663-5341-8,5,Uma verdadeira obra-prima.,2025-04-13
19986,632,978-1-49-205387-1,4,Me gustó bastante.,2025-04-23
19987,434,978-1-61-729608-6,3,Me mantuvo interesada algunas partes.,2025-06-02
19988,569,978-84-670-5504-3,4,Really good storytelling.,2025-05-30
19989,698,978-84-204-8065-2,1,Qualidade péssima.,2025-05-25
19990,501,978-1-59327-992-9,5,De esos libros que te cambian el día.,2025-05-04
19991,233,978-1-49-204579-1,4,Ótimos personagens.,2025-05-22
19992,187,978-0-13-468599-1,4,Recomendado.,2025-05-14
19993,330,978-0-307-58846-7,2,Não prende a atenção.,2025-06-12
19994,543,978-0-307-58846-7,4,Worth reading for sure.,2025-04-23
19995,798,978-1-25-014405-8,5,A masterpiece.,2025-05-09
19996,798,978-1-49-205387-1,2,Could be better.,2025-05-28
19997,328,978-84-663-4265-8,2,A bit disappointing.,2025-06-17
19998,165,978-1-59327-950-9,5,A masterpiece.,2025-06-06
19999,324,978-0-15-601219-5,4,Worth reading for sure.,2025-05-06
20000,931,978-0-7432-7358-9,4,Me surpreendeu positivamente.,2025-05-31
20001,124,978-0-385-07473-3,4,Me surpreendeu positivamente.,2025-04-30
20002,6,978-1-25-014405-8,3,Está ok.,2025-04-20
20003,428,978-0-13-468599-1,5,Five stars without hesitation.,2025-04-30
20004,428,978-84-663-5341-8,4,Works great.,2025-05-02
20005,768,978-0-452-28831-7,4,Recomendado.,2025-05-14
20006,595,978-1-49-207126-4,4,Great pacing and characters.,2025-04-12
20007,958,978-0-307-58846-7,2,"Tuvo potencial, pero mal ejecutado.",2025-05-28
20008,126,978-0-14-310497-1,4,Leitura muito agradável.,2025-05-05
20009,618,978-1-61-729454-9,3,Algumas partes me agradaram.,2025-06-18
20010,323,978-0-385-07473-3,3,Average experience.,2025-04-27
20011,323,978-1-61-729454-9,5,Excellent!,2025-04-16
20012,323,978-0-7432-7356-5,5,Excellent!,2025-05-17
20013,38,978-0-385-07473-3,4,Fácil de recomendar.,2025-05-19
20014,45,978-1-49-192912-2,4,Really good storytelling.,2025-05-10
20015,436,978-1-61-729454-9,1,Um livro que não recomendo.,2025-05-30
20016,667,978-84-670-5504-3,1,Totalmente decepcionante.,2025-04-14
20017,667,978-84-663-5341-8,3,Bom para passar o tempo.,2025-04-24
20018,295,978-0-525-51823-7,3,Regular.,2025-05-16
20019,510,978-1-49-204579-1,5,De los mejores que he leído en años.,2025-04-27
20020,420,978-1-59327-950-9,3,"Fair, but nothing amazing.",2025-04-28
20021,763,978-0-452-28423-4,5,Una joya absoluta.,2025-06-15
20022,587,978-0-14-310595-4,1,I didn’t like it at all.,2025-05-31
20023,587,978-0-13-468599-1,1,"Very boring, couldn’t connect.",2025-06-02
20024,658,978-1-25-014405-8,5,5 estrellas sin dudarlo.,2025-06-23
20025,762,978-84-938-4620-5,5,Maravilhoso.,2025-04-13
20026,65,978-0-452-28831-7,3,"Simples, direto, razoável.",2025-05-17
20027,65,978-85-508-0460-8,5,Amei cada capítulo.,2025-05-14
20028,752,978-84-938-4620-5,3,"A simple, light read.",2025-06-10
20029,223,978-84-663-4265-8,5,Amei cada capítulo.,2025-06-03
20030,128,978-84-9838-137-0,4,Bem escrito e envolvente.,2025-05-07
20031,692,978-0-385-07473-3,3,"Good in parts, weak in others.",2025-05-10
20032,854,978-0-59-600920-5,4,I liked it a lot.,2025-05-14
20033,854,978-0-307-58846-7,5,Couldn’t put it down.,2025-05-10
20034,652,978-84-204-8065-2,3,Nada surpreendente.,2025-05-14
20035,534,978-0-14-310595-4,4,Un libro para recomendar.,2025-05-11
20036,750,978-84-376-0494-7,4,Great pacing and characters.,2025-04-12
20037,750,978-1-49-192912-2,5,An emotional and powerful book.,2025-04-19
20038,741,978-1-49-204579-1,5,Muito emocionante.,2025-06-12
20039,455,978-0-15-601219-5,2,Não é muito bom.,2025-04-10
20040,71,978-0-14-310497-1,5,De esos libros que te cambian el día.,2025-04-20
20041,599,978-1-49-207126-4,3,Me mantuvo interesada algunas partes.,2025-05-08
20042,317,978-1-49-207126-4,3,Bom para passar o tempo.,2025-05-01
20043,577,978-84-663-5341-8,5,Perfeito do início ao fim.,2025-05-15
20044,577,978-84-204-8527-5,5,Leitura obrigatória.,2025-05-11
20045,695,978-1-49-192912-2,5,Loved every second of it.,2025-05-12
20046,549,978-0-7432-7357-2,5,Uma obra incrível!,2025-06-05
20047,70,978-0-06-245771-4,3,"Predecible, pero disfrutable.",2025-06-13
20048,941,978-0-14-310497-1,5,Excelente! Lo amé.,2025-05-05
20049,517,978-0-7432-7358-9,2,Could be better.,2025-06-19
20050,621,978-1-59327-950-9,3,Tiene partes buenas y partes flojas.,2025-05-06
20051,423,978-84-204-8527-5,1,Qualidade péssima.,2025-06-02
20052,207,978-1-25-014405-8,1,Bem abaixo do esperado.,2025-06-01
20053,845,978-1-49-205387-1,5,A masterpiece.,2025-05-09
20054,508,978-85-508-0460-8,4,"Very good, recommended.",2025-05-06
20055,792,978-1-49-207126-4,4,Great pacing and characters.,2025-05-24
20056,80,978-0-13-468599-1,4,Leitura muito agradável.,2025-05-18
20057,32,978-0-14-310595-4,3,Aceitável considerando o preço.,2025-06-22
20058,518,978-0-14-310595-4,5,Muito emocionante.,2025-05-16
20059,518,978-0-7432-7358-9,1,Um dos piores que já li.,2025-05-24
20060,694,978-0-525-51823-7,3,Entretenimento razoável.,2025-06-02
20061,799,978-0-307-58846-7,5,Phenomenal storytelling.,2025-04-24
20062,738,978-0-14-310497-1,4,Gostei bastante.,2025-04-07
20063,898,978-1-49-207126-4,4,Would definitely recommend.,2025-04-29
20064,816,978-0-7432-7356-5,4,I was hooked most of the time.,2025-04-28
20065,1,978-1-59327-992-9,4,História bem construída.,2025-04-29
20066,509,978-0-07-352340-8,4,Overall very solid.,2025-06-16
20067,868,978-0-385-07473-3,1,Chato e arrastado.,2025-06-02
20068,775,978-84-376-0494-7,4,"Tiene algunos detalles, pero es muy bueno.",2025-05-26
20069,379,978-1-61-729443-3,2,Me dejó una sensación amarga.,2025-06-09
20070,379,978-1-49-204579-1,5,Una obra maestra moderna.,2025-04-22
20071,564,978-0-14-310595-4,3,Bom para passar o tempo.,2025-06-07
20072,70,978-84-9838-137-0,1,No me gustó nada.,2025-05-09
20073,394,978-0-59-600920-5,4,Quite enjoyable.,2025-05-19
20074,818,978-84-664-0542-1,3,"Lectura simple, pasa el rato.",2025-06-04
20075,400,978-1-61-729454-9,2,Não prende a atenção.,2025-06-01
20076,104,978-0-13-468599-1,5,Simplesmente magnífico.,2025-05-02
20077,435,978-84-664-0542-1,3,"Good in parts, weak in others.",2025-06-01
20078,891,978-84-204-8065-2,2,Podría ser mejor.,2025-05-19
20079,280,978-0-7432-7358-9,5,A true gem.,2025-05-06
20080,594,978-0-385-07473-3,3,Not bad at all.,2025-04-18
20081,137,978-0-7432-7358-9,1,"Terrible edición, lleno de errores.",2025-04-28
20082,505,978-84-670-5504-3,5,Maravilhoso.,2025-05-11
20083,485,978-84-670-5504-3,5,Cinco estrelas sem pensar duas vezes.,2025-04-30
20084,53,978-0-13-468599-1,4,Muito bom!,2025-05-08
20085,302,978-0-7432-7357-2,5,Obra espectacular.,2025-05-22
20086,484,978-0-14-044926-6,5,Uma verdadeira obra-prima.,2025-04-22
20087,153,978-1-61-729608-6,5,Leitura obrigatória.,2025-05-09
20088,148,978-85-508-0460-8,4,Really good storytelling.,2025-06-18
20089,345,978-84-9838-137-0,4,Leitura muito agradável.,2025-05-20
20090,194,978-0-525-51823-7,5,Superó mis expectativas.,2025-04-24
20091,194,978-84-938-4620-5,4,Sorprendentemente bueno.,2025-04-29
20092,181,978-0-59-600920-5,5,Muito emocionante.,2025-04-20
20093,269,978-0-14-310595-4,5,Maravilhoso.,2025-05-11
20094,338,978-1-61-729454-9,4,Muito bom!,2025-05-03
20095,862,978-0-7432-7356-5,5,"Brillante, profundo y hermoso.",2025-05-26
20096,953,978-1-59-327599-0,5,La mejor compra que pude haber hecho.,2025-06-07
20097,16,978-0-452-28831-7,4,Quite enjoyable.,2025-06-10
20098,612,978-1-59327-950-9,5,Simplesmente magnífico.,2025-05-15
20099,464,978-0-14-310595-4,5,Muito emocionante.,2025-06-14
20100,411,978-1-49-192912-2,5,Increíblemente bien escrito.,2025-06-03
20101,673,978-1-32-400189-1,2,"Flojo, aunque tiene dos o tres ideas buenas.",2025-05-19
20102,206,978-84-204-8065-2,4,Un libro para recomendar.,2025-05-31
20103,386,978-1-59327-992-9,1,Overhyped and underdelivered.,2025-05-21
20104,386,978-84-664-0542-1,4,A delightful read.,2025-04-15
20105,386,978-0-14-044926-6,4,I liked it a lot.,2025-05-05
20106,307,978-1-49-205387-1,1,Muito ruim.,2025-05-29
20107,768,978-0-7432-7357-2,1,Chato e arrastado.,2025-06-14
20108,459,978-0-452-28423-4,5,Uma obra incrível!,2025-05-27
20109,334,978-84-9838-137-0,4,"Very good, recommended.",2025-06-11
20110,654,978-1-59-327599-0,2,Podría ser mejor.,2025-06-17
20111,654,978-1-49-192912-2,2,"Flojo, aunque tiene dos o tres ideas buenas.",2025-05-11
20112,677,978-84-9838-137-0,4,Recomendado.,2025-05-09
20113,390,978-84-938-4620-5,5,Five stars without hesitation.,2025-05-04
20114,698,978-0-452-28831-7,3,Nada surpreendente.,2025-04-20
20115,33,978-1-32-400189-1,4,História bem construída.,2025-06-05
20116,1,978-1-49-192912-2,3,Cumpre o básico.,2025-05-06
20117,668,978-1-49-205387-1,5,Muito emocionante.,2025-06-07
20118,792,978-0-06-245771-4,2,It had potential but failed.,2025-05-24
20119,586,978-0-15-601219-5,4,Muito bom!,2025-05-22
20120,696,978-84-663-5341-8,4,Excelente quase o livro todo.,2025-05-02
20121,696,978-84-204-8065-2,1,Horrível do começo ao fim.,2025-05-20
20122,908,978-1-59327-950-9,5,Uma verdadeira obra-prima.,2025-05-17
20123,908,978-0-15-601219-5,4,Leitura muito agradável.,2025-05-04
20124,771,978-84-938-4620-5,3,"Simples, direto, razoável.",2025-05-19
20125,346,978-1-61-729454-9,2,"Algumas partes boas, outras bem ruins.",2025-06-22
20126,251,978-0-14-044926-6,5,Uma obra incrível!,2025-04-19
20127,526,978-0-385-07473-3,4,Fácil de recomendar.,2025-05-05
20128,274,978-0-307-58846-7,5,Um dos melhores que já li.,2025-04-27
20129,208,978-0-7432-7357-2,3,"Good in parts, weak in others.",2025-04-20
20130,873,978-1-59327-950-9,5,Superou expectativas.,2025-05-02
20131,873,978-1-49-205387-1,3,"Leitura leve, nada especial.",2025-05-27
20132,879,978-1-59327-950-9,3,"Leitura leve, nada especial.",2025-06-02
20133,572,978-0-13-468599-1,5,Perfeito do início ao fim.,2025-04-18
20134,572,978-1-49-207126-4,5,Amei cada capítulo.,2025-04-15
20135,655,978-0-06-245771-4,3,Regular.,2025-05-11
20136,921,978-0-7432-7358-9,5,Maravilhoso.,2025-05-09
20137,96,978-0-06-245771-4,4,"Tiene algunos detalles, pero es muy bueno.",2025-05-05
20138,102,978-0-07-352340-8,1,Muy mala calidad.,2025-05-18
20139,514,978-84-663-4265-8,5,Obra espectacular.,2025-06-05
20140,196,978-84-664-0542-1,5,Maravilhoso.,2025-04-08
20141,196,978-84-9838-137-0,5,Excelente!,2025-05-07
20142,245,978-0-14-310595-4,4,Great pacing and characters.,2025-04-28
20143,809,978-85-508-0460-8,5,One of my all-time favorites.,2025-04-21
20144,809,978-0-06-245771-4,3,"Solid, but not memorable.",2025-05-18
20145,809,978-0-452-28831-7,1,Completely disappointing.,2025-04-21
20146,167,978-1-61-729443-3,2,Esperava mais.,2025-05-24
20147,85,978-0-14-044926-6,1,Um livro que não recomendo.,2025-06-23
20148,85,978-84-204-8527-5,5,Simplesmente magnífico.,2025-05-07
20149,85,978-1-61-729608-6,1,Não gostei.,2025-06-03
20150,738,978-0-525-51823-7,4,Leitura muito agradável.,2025-04-21
20151,531,978-1-61-729454-9,4,"Tiene algunos detalles, pero es muy bueno.",2025-05-28
20152,390,978-84-376-0494-7,2,Characters lacked depth.,2025-05-18
20153,620,978-0-14-044926-6,4,Fácil de recomendar.,2025-04-06
20154,578,978-0-307-58846-7,1,I forced myself to finish it.,2025-05-05
20155,950,978-0-14-044926-6,5,One of my all-time favorites.,2025-06-04
20156,950,978-84-663-4265-8,5,One of my all-time favorites.,2025-06-07
20157,879,978-0-452-28423-4,5,Simplesmente magnífico.,2025-04-24
20158,38,978-85-508-0460-8,4,Fácil de recomendar.,2025-05-01
20159,583,978-0-385-07473-3,1,Horrível do começo ao fim.,2025-06-09
20160,687,978-84-663-4265-8,5,Uma obra incrível!,2025-04-22
20161,867,978-1-49-207126-4,4,Sorprendentemente bueno.,2025-05-31
20162,357,978-0-06-245771-4,4,Gostei bastante.,2025-04-10
20163,357,978-0-452-28831-7,4,História bem construída.,2025-05-11
20164,959,978-1-49-207126-4,4,Great pacing and characters.,2025-04-14
20165,541,978-84-664-0542-1,4,História bem construída.,2025-04-26
20166,240,978-84-204-8065-2,4,Fácil de recomendar.,2025-05-16
20167,477,978-1-49-204579-1,4,Me tuvo enganchada de principio a fin.,2025-05-27
20168,759,978-84-670-5504-3,5,One of my all-time favorites.,2025-05-18
20169,22,978-84-938-4620-5,1,Muito mal escrito.,2025-06-02
20170,97,978-1-32-400189-1,5,Excellent!,2025-05-19
20171,169,978-0-59-600920-5,5,Uma verdadeira obra-prima.,2025-04-27
20172,169,978-84-204-8527-5,2,Poderia ser melhor.,2025-06-08
20173,911,978-85-508-0460-8,3,"Leitura leve, nada especial.",2025-05-13
20174,613,978-0-7432-7356-5,3,Regular.,2025-06-23
20175,514,978-84-376-0494-7,5,"Brillante, profundo y hermoso.",2025-05-15
20176,257,978-0-452-28831-7,5,Maravilhoso.,2025-05-11
20177,758,978-0-06-245771-4,5,Maravilhoso.,2025-06-14
